Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,22,asymmetric,0.9099999999999999,0.3925566345388128
100% Corpus,22,asymmetric,symmetric,0.3529710232809393
100% Corpus,23,0.01,0.01,0.35648465208225893
100% Corpus,23,0.01,0.31,0.3753891941374082
100% Corpus,23,0.01,0.61,0.3808710601030424
100% Corpus,23,0.01,0.9099999999999999,0.39596258914997
100% Corpus,23,0.01,symmetric,0.35536041108353017
100% Corpus,23,0.31,0.01,0.3534092524255203
100% Corpus,23,0.31,0.31,0.39485578436909224
100% Corpus,23,0.31,0.61,0.40903420509699195
100% Corpus,23,0.31,0.9099999999999999,0.3877221399407713
100% Corpus,23,0.31,symmetric,0.33211437667186616
100% Corpus,23,0.61,0.01,0.3661495404104648
100% Corpus,23,0.61,0.31,0.36302551118013177
100% Corpus,23,0.61,0.61,0.38271895103816383
100% Corpus,23,0.61,0.9099999999999999,0.33295744349340395
100% Corpus,23,0.61,symmetric,0.35951511589356316
100% Corpus,23,0.9099999999999999,0.01,0.366210945311716
100% Corpus,23,0.9099999999999999,0.31,0.33681943697735456
100% Corpus,23,0.9099999999999999,0.61,0.3335040932482092
100% Corpus,23,0.9099999999999999,0.9099999999999999,0.3328857687435938
100% Corpus,23,0.9099999999999999,symmetric,0.3419002210288516
100% Corpus,23,symmetric,0.01,0.34078687107755223
100% Corpus,23,symmetric,0.31,0.40756537338390864
100% Corpus,23,symmetric,0.61,0.3947255234417472
100% Corpus,23,symmetric,0.9099999999999999,0.35364682965692645
100% Corpus,23,symmetric,symmetric,0.35452233982817144
100% Corpus,23,asymmetric,0.01,0.3468307135840015
100% Corpus,23,asymmetric,0.31,0.34479735384926014
100% Corpus,23,asymmetric,0.61,0.4288687251230034
100% Corpus,23,asymmetric,0.9099999999999999,0.37978006224778577
100% Corpus,23,asymmetric,symmetric,0.3477461446397676
100% Corpus,24,0.01,0.01,0.3405819151909037
100% Corpus,24,0.01,0.31,0.3504071033793188
100% Corpus,24,0.01,0.61,0.3962089136125373
100% Corpus,24,0.01,0.9099999999999999,0.3652853054872996
100% Corpus,24,0.01,symmetric,0.32478286128483336
100% Corpus,24,0.31,0.01,0.355789422998505
100% Corpus,24,0.31,0.31,0.3666938680909526
100% Corpus,24,0.31,0.61,0.36698072405745485
100% Corpus,24,0.31,0.9099999999999999,0.31681351131126007
100% Corpus,24,0.31,symmetric,0.3543206406770308
100% Corpus,24,0.61,0.01,0.3507943532723617
100% Corpus,24,0.61,0.31,0.36377807166636067
100% Corpus,24,0.61,0.61,0.36487799519366726
100% Corpus,24,0.61,0.9099999999999999,0.34044836651944815
100% Corpus,24,0.61,symmetric,0.34158674065506234
100% Corpus,24,0.9099999999999999,0.01,0.3704048679435328
100% Corpus,24,0.9099999999999999,0.31,0.3578757487007837
100% Corpus,24,0.9099999999999999,0.61,0.3344310583273415
100% Corpus,24,0.9099999999999999,0.9099999999999999,0.32474568203221565
100% Corpus,24,0.9099999999999999,symmetric,0.3612222155637958
100% Corpus,24,symmetric,0.01,0.3572247913466306
100% Corpus,24,symmetric,0.31,0.3964256055449038
100% Corpus,24,symmetric,0.61,0.40562260371214776
100% Corpus,24,symmetric,0.9099999999999999,0.4260563244718459
100% Corpus,24,symmetric,symmetric,0.34934399674397615
100% Corpus,24,asymmetric,0.01,0.3426157436518504
100% Corpus,24,asymmetric,0.31,0.3969554192554116
100% Corpus,24,asymmetric,0.61,0.3716608568564588
100% Corpus,24,asymmetric,0.9099999999999999,0.35911510552333653
100% Corpus,24,asymmetric,symmetric,0.3368879021493503
100% Corpus,25,0.01,0.01,0.33440879234830073
100% Corpus,25,0.01,0.31,0.39422069707330176
100% Corpus,25,0.01,0.61,0.3769015260852054
100% Corpus,25,0.01,0.9099999999999999,0.3975412831262234
100% Corpus,25,0.01,symmetric,0.32689566035785983
100% Corpus,25,0.31,0.01,0.3500641737527853
100% Corpus,25,0.31,0.31,0.3753241071858035
100% Corpus,25,0.31,0.61,0.3856002581315863
100% Corpus,25,0.31,0.9099999999999999,0.3269479679443592
100% Corpus,25,0.31,symmetric,0.33729190314554736
100% Corpus,25,0.61,0.01,0.36909247283298063
100% Corpus,25,0.61,0.31,0.34210984195717087
100% Corpus,25,0.61,0.61,0.347568880702317
100% Corpus,25,0.61,0.9099999999999999,0.3610436308799244
100% Corpus,25,0.61,symmetric,0.356372659889456
100% Corpus,25,0.9099999999999999,0.01,0.36180614971730085
100% Corpus,25,0.9099999999999999,0.31,0.36500007731286543
100% Corpus,25,0.9099999999999999,0.61,0.3507757814041097
100% Corpus,25,0.9099999999999999,0.9099999999999999,0.36239661787174854
100% Corpus,25,0.9099999999999999,symmetric,0.3578647912141313
100% Corpus,25,symmetric,0.01,0.33470845523625176
100% Corpus,25,symmetric,0.31,0.40859153855968716
100% Corpus,25,symmetric,0.61,0.40425890005629533
100% Corpus,25,symmetric,0.9099999999999999,0.41301129238441775
100% Corpus,25,symmetric,symmetric,0.331354159874985
100% Corpus,25,asymmetric,0.01,0.36298169589989154
100% Corpus,25,asymmetric,0.31,0.4045402933683055
100% Corpus,25,asymmetric,0.61,0.46330315978647324
100% Corpus,25,asymmetric,0.9099999999999999,0.3682779599512638
100% Corpus,25,asymmetric,symmetric,0.34388793488453157
100% Corpus,26,0.01,0.01,0.3471450675798272
100% Corpus,26,0.01,0.31,0.40486712691956095
100% Corpus,26,0.01,0.61,0.42153545576933643
100% Corpus,26,0.01,0.9099999999999999,0.37273719229155633
100% Corpus,26,0.01,symmetric,0.32451399593908525
100% Corpus,26,0.31,0.01,0.3657505423829226
100% Corpus,26,0.31,0.31,0.40443910077086964
100% Corpus,26,0.31,0.61,0.3404747661577023
100% Corpus,26,0.31,0.9099999999999999,0.4353925954090394
100% Corpus,26,0.31,symmetric,0.33929119761649307
100% Corpus,26,0.61,0.01,0.35373038143907654
100% Corpus,26,0.61,0.31,0.39102267866995494
100% Corpus,26,0.61,0.61,0.35878946063880224
100% Corpus,26,0.61,0.9099999999999999,0.33980610162603475
100% Corpus,26,0.61,symmetric,0.3520231507357271
100% Corpus,26,0.9099999999999999,0.01,0.36845702934722885
100% Corpus,26,0.9099999999999999,0.31,0.3505432391724388
100% Corpus,26,0.9099999999999999,0.61,0.3607294574520877
100% Corpus,26,0.9099999999999999,0.9099999999999999,0.3323963103216591
100% Corpus,26,0.9099999999999999,symmetric,0.38080889651600464
100% Corpus,26,symmetric,0.01,0.36367149189445236
100% Corpus,26,symmetric,0.31,0.4082214128878754
100% Corpus,26,symmetric,0.61,0.409452537768786
100% Corpus,26,symmetric,0.9099999999999999,0.42740079067049414
100% Corpus,26,symmetric,symmetric,0.36404203901759435
100% Corpus,26,asymmetric,0.01,0.3540619792260158
100% Corpus,26,asymmetric,0.31,0.404742076089507
100% Corpus,26,asymmetric,0.61,0.4088058071400063
100% Corpus,26,asymmetric,0.9099999999999999,0.40864564342540677
100% Corpus,26,asymmetric,symmetric,0.3452147739938632
100% Corpus,27,0.01,0.01,0.35340164616079967
100% Corpus,27,0.01,0.31,0.36761417556754544
100% Corpus,27,0.01,0.61,0.4292439072605751
100% Corpus,27,0.01,0.9099999999999999,0.4001560413312299
100% Corpus,27,0.01,symmetric,0.32204873748237284
100% Corpus,27,0.31,0.01,0.3574303527557992
100% Corpus,27,0.31,0.31,0.39156027768857216
100% Corpus,27,0.31,0.61,0.4061647688400651
100% Corpus,27,0.31,0.9099999999999999,0.3849979267241216
100% Corpus,27,0.31,symmetric,0.3688797679392785
100% Corpus,27,0.61,0.01,0.37078748824843244
100% Corpus,27,0.61,0.31,0.3742621232062203
100% Corpus,27,0.61,0.61,0.36928987844092803
100% Corpus,27,0.61,0.9099999999999999,0.3614828231649288
100% Corpus,27,0.61,symmetric,0.36692327893664817
100% Corpus,27,0.9099999999999999,0.01,0.3739443240039859
100% Corpus,27,0.9099999999999999,0.31,0.3494311384534315
100% Corpus,27,0.9099999999999999,0.61,0.34972704191064663
100% Corpus,27,0.9099999999999999,0.9099999999999999,0.34657802839230617
100% Corpus,27,0.9099999999999999,symmetric,0.3575063006387118
100% Corpus,27,symmetric,0.01,0.34967163508445137
100% Corpus,27,symmetric,0.31,0.4237689703572399
100% Corpus,27,symmetric,0.61,0.3588516067902756
100% Corpus,27,symmetric,0.9099999999999999,0.3639423460973974
100% Corpus,27,symmetric,symmetric,0.33501360715471623
100% Corpus,27,asymmetric,0.01,0.3520541619511107
100% Corpus,27,asymmetric,0.31,0.3752081211529883
100% Corpus,27,asymmetric,0.61,0.43724797062968224
100% Corpus,27,asymmetric,0.9099999999999999,0.4039677540425359
100% Corpus,27,asymmetric,symmetric,0.3404307321746244
100% Corpus,28,0.01,0.01,0.3430888720051637
100% Corpus,28,0.01,0.31,0.39301143658738313
100% Corpus,28,0.01,0.61,0.3168869213149282
100% Corpus,28,0.01,0.9099999999999999,0.42269494501224886
100% Corpus,28,0.01,symmetric,0.3577226579291623
100% Corpus,28,0.31,0.01,0.338795451361366
100% Corpus,28,0.31,0.31,0.41940036132235353
100% Corpus,28,0.31,0.61,0.4194723516686511
100% Corpus,28,0.31,0.9099999999999999,0.41870299024884516
100% Corpus,28,0.31,symmetric,0.3560006745217732
100% Corpus,28,0.61,0.01,0.36237916566708617
100% Corpus,28,0.61,0.31,0.3888663229858355
100% Corpus,28,0.61,0.61,0.42253026550573425
100% Corpus,28,0.61,0.9099999999999999,0.3681121385734918
100% Corpus,28,0.61,symmetric,0.35266836977470584
100% Corpus,28,0.9099999999999999,0.01,0.36754997617739216
100% Corpus,28,0.9099999999999999,0.31,0.36937712754013696
100% Corpus,28,0.9099999999999999,0.61,0.38638877561655344
100% Corpus,28,0.9099999999999999,0.9099999999999999,0.36126117676045183
100% Corpus,28,0.9099999999999999,symmetric,0.3665856086629288
100% Corpus,28,symmetric,0.01,0.35926383922816013
100% Corpus,28,symmetric,0.31,0.41684423397957404
100% Corpus,28,symmetric,0.61,0.41946125343887647
100% Corpus,28,symmetric,0.9099999999999999,0.39230951560704913
100% Corpus,28,symmetric,symmetric,0.34646019797899924
100% Corpus,28,asymmetric,0.01,0.3556844859935884
100% Corpus,28,asymmetric,0.31,0.41821985458043676
100% Corpus,28,asymmetric,0.61,0.4401844027918398
100% Corpus,28,asymmetric,0.9099999999999999,0.40693658890557355
100% Corpus,28,asymmetric,symmetric,0.3383257996423612
100% Corpus,29,0.01,0.01,0.34507819841871834
100% Corpus,29,0.01,0.31,0.3824322567618482
100% Corpus,29,0.01,0.61,0.44151107172384607
100% Corpus,29,0.01,0.9099999999999999,0.4026423626208246
100% Corpus,29,0.01,symmetric,0.332462534936422
100% Corpus,29,0.31,0.01,0.3528583160262417
100% Corpus,29,0.31,0.31,0.389676901965175
100% Corpus,29,0.31,0.61,0.4232581727888769
100% Corpus,29,0.31,0.9099999999999999,0.3799071810665636
100% Corpus,29,0.31,symmetric,0.3421171618811814
100% Corpus,29,0.61,0.01,0.3816358180550422
100% Corpus,29,0.61,0.31,0.38815704106007143
100% Corpus,29,0.61,0.61,0.37066607733809537
100% Corpus,29,0.61,0.9099999999999999,0.3591596323199633
100% Corpus,29,0.61,symmetric,0.35370081623866084
100% Corpus,29,0.9099999999999999,0.01,0.35987302565392654
100% Corpus,29,0.9099999999999999,0.31,0.3518207295137675
100% Corpus,29,0.9099999999999999,0.61,0.3491218360957662
100% Corpus,29,0.9099999999999999,0.9099999999999999,0.3356017857129867
100% Corpus,29,0.9099999999999999,symmetric,0.34679327063457854
100% Corpus,29,symmetric,0.01,0.3528037712602643
100% Corpus,29,symmetric,0.31,0.3908476822974955
100% Corpus,29,symmetric,0.61,0.3879902706946105
100% Corpus,29,symmetric,0.9099999999999999,0.40844493508945007
100% Corpus,29,symmetric,symmetric,0.32052752690401537
100% Corpus,29,asymmetric,0.01,0.3513779981046754
100% Corpus,29,asymmetric,0.31,0.4024141122058961
100% Corpus,29,asymmetric,0.61,0.43398297911006645
100% Corpus,29,asymmetric,0.9099999999999999,0.3661030738684864
100% Corpus,29,asymmetric,symmetric,0.3467732555355309
